"original","status","updated_term","extraneous_text","confidence","error"
"Prize books (Provenance) France 18th century rbprov MMeT","PROPOSED","Prize books","(Provenance) France 18th century rbprov MMeT","1.0",""
"Promptbooks 19th century. rbgenr","PROPOSED","Promptbooks","19th century. rbgenr","1.0",""
"Promptbooks 19th century. rbgenr PU","PROPOSED","Promptbooks","19th century. rbgenr PU","1.0",""
"Promptbooks England London 20th century. rbgenr MH-HT","PROPOSED","Promptbooks","England London 20th century. rbgenr MH-HT","1.0",""
"Promptbooks Massachusetts Boston 19th century. rbgenr","PROPOSED","Promptbooks","Massachusetts Boston 19th century. rbgenr","1.0",""
"Promptbooks New York (State) New York 19th century. rbgenr MH-HT","PROPOSED","Promptbooks","New York (State) New York 19th century. rbgenr MH-HT","1.0",""
"Promptbooks. rbgenr","PROPOSED","Promptbooks","rbgenr","1.0",""
"Promptbooks. rbgenr CtHT","PROPOSED","Promptbooks","rbgenr CtHT","1.0",""
"Proof copies (Printing) rbpri","PROPOSED","Proofs","(Printing) rbpri","1.0",""
"Proofs (Printing) - Great Britain - 20th century. rbpri","PROPOSED","Proofs","(Printing) - Great Britain - 20th century. rbpri","1.0",""
"Proofs (Printing) - New York - 20th century. rbpri","PROPOSED","Proofs","(Printing) - New York - 20th century. rbpri","1.0",""
"Proofs (Printing) - New York - 21st century. rbpri","PROPOSED","Proofs","(Printing) - New York - 21st century. rbpri","1.0",""
"Proofs (Printing) - United States - 20th century. rbpri","PROPOSED","Proofs","(Printing) - United States - 20th century. rbpri","1.0",""
"Proofs (Printing) - United States - 20th century. rbpri GEU","PROPOSED","Proofs","(Printing) - United States - 20th century. rbpri GEU","1.0",""
"Proofs (Printing) - United States - Massachusetts - 20th century. rbpri","PROPOSED","Proofs","(Printing) - United States - Massachusetts - 20th century. rbpri","1.0",""
"Proofs (Printing) 20th century. rbpri","PROPOSED","Proofs","(Printing) 20th century. rbpri","1.0",""
"Proofs (Printing) Great Britain 20th century. rbpri","PROPOSED","Proofs","(Printing) Great Britain 20th century. rbpri","1.0",""
"Proofs (Printing) Massachusetts Boston 1993. rbpri CtY-BR","PROPOSED","Proofs","(Printing) Massachusetts Boston 1993. rbpri CtY-BR","1.0",""
"Proofs (Printing) Massachusetts Boston 1997. rbpri","PROPOSED","Proofs","(Printing) Massachusetts Boston 1997. rbpri","1.0",""
"Proofs (Printing) New York (State) New York 1911. rbpri","PROPOSED","Proofs","(Printing) New York (State) New York 1911. rbpri","1.0",""
"Proofs (Printing) New York (State) New York 1950. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1950. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1960. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1960. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1964. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1964. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1975. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1975. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1980. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1980. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1985. rbgenr","PROPOSED","Proofs","(Printing) New York (State) New York 1985. rbgenr","1.0",""
"Proofs (Printing) New York (State) New York 1987. rbpri","PROPOSED","Proofs","(Printing) New York (State) New York 1987. rbpri","1.0",""
"Proofs (Printing) New York (State) New York 1989. rbpri","PROPOSED","Proofs","(Printing) New York (State) New York 1989. rbpri","1.0",""
"Proofs (Printing) New York (State) New York 1992. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1992. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 1993. rbpri","PROPOSED","Proofs","(Printing) New York (State) New York 1993. rbpri","1.0",""
"Proofs (Printing) New York (State) New York 1996. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 1996. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 2000. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 2000. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 2004. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) New York 2004. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) New York 2013. CtY-BR. rbpri","PROPOSED","Proofs","(Printing) New York (State) New York 2013. CtY-BR. rbpri","1.0",""
"Proofs (Printing) New York (State) Riverdale-on-Hudson 1999. rbpri CtY-BR","PROPOSED","Proofs","(Printing) New York (State) Riverdale-on-Hudson 1999. rbpri CtY-BR","1.0",""
"Proofs (Printing) New York (State) United States 21st century. rbpri","PROPOSED","Proofs","(Printing) New York (State) United States 21st century. rbpri","1.0",""
"Proofs (Printing) New York 1991. rbpri","PROPOSED","Proofs","(Printing) New York 1991. rbpri","1.0",""
"Proofs (Printing) New York 20th century. rbpri","PROPOSED","Proofs","(Printing) New York 20th century. rbpri","1.0",""
"Proofs (Printing) New York 21st century. rbpri","PROPOSED","Proofs","(Printing) New York 21st century. rbpri","1.0",""
"Proofs (Printing) North Carolina 20th century. rbpri","PROPOSED","Proofs","(Printing) North Carolina 20th century. rbpri","1.0",""
"Proofs (Printing) North Carolina Durham 1992. rbpri CtY-BR","PROPOSED","Proofs","(Printing) North Carolina Durham 1992. rbpri CtY-BR","1.0",""
"Proofs (Printing) United States 20th century. rbpri","PROPOSED","Proofs","(Printing) United States 20th century. rbpri","1.0",""
"Proofs (Printing) United States New York 20th century. rbpri","PROPOSED","Proofs","(Printing) United States New York 20th century. rbpri","1.0",""
"Proofs (Printing) United States New York 21st century. rbpri","PROPOSED","Proofs","(Printing) United States New York 21st century. rbpri","1.0",""
"Proofs United States 20th century. rbmscv","PROPOSED","Proofs","United States 20th century. rbmscv","1.0",""
"Proofs. rbpri","PROPOSED","Proofs","rbpri","1.0",""
"Propaganda 20th century. rbgenr","PROPOSED","Propaganda","20th century. rbgenr","1.0",""
"Prospectuses 1981. rbgenr","PROPOSED","Prospectuses","1981. rbgenr","1.0",""
"Prospectuses France Paris 1966. rbgenr CtY-BR","PROPOSED","Prospectuses","France Paris 1966. rbgenr CtY-BR","1.0",""
"Prospectuses Massachusetts Boston 1735. rbgenr","PROPOSED","Prospectuses","Massachusetts Boston 1735. rbgenr","1.0",""
"Prospectuses New York (State) 21st century. rbgenr","PROPOSED","Prospectuses","New York (State) 21st century. rbgenr","1.0",""
"Prospectuses New York (State) New York 1947. rbgenr CtY-BR","PROPOSED","Prospectuses","New York (State) New York 1947. rbgenr CtY-BR","1.0",""
"Prospectuses New York (State) New York 19th century. rbgenr","PROPOSED","Prospectuses","New York (State) New York 19th century. rbgenr","1.0",""
"Prospectuses. rbgenr","PROPOSED","Prospectuses","rbgenr","1.0",""
"Prospectuses. rbmscv","PROPOSED","Prospectuses","rbmscv","1.0",""
"Protest literature France Paris 1968. rbgenr","PROPOSED","Protest works","France Paris 1968. rbgenr","1.0",""
"Protest literature Vietnam 20th century. rbgenr","PROPOSED","Protest works","Vietnam 20th century. rbgenr","1.0",""
"Protest literature. rbgenr","PROPOSED","Protest works","rbgenr","1.0",""
"Protest works. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01788","PROPOSED","Protest works","rbmscv http://id.loc.gov/vocabulary/rbmscv/cv01788","1.0",""
"Provenance labels (Provenance) rbprov","PROPOSED","Provenance labels","(Provenance) rbprov","1.0",""
"Provenance labels (Provenance) rbprov MMeT","PROPOSED","Provenance labels","(Provenance) rbprov MMeT","1.0",""
"Provenance labels (Provenance) rbrpov MMeT","REVIEW","","","0.0","typo in code 'rbrpov' – use REVIEW"
"Provenance labels. rbmscv MMeT","PROPOSED","Provenance labels","rbmscv MMeT","1.0",""
"Proverbs. rbgenr","PROPOSED","Proverbs","rbgenr","1.0",""
"Psalters 1651. rbgenr","PROPOSED","Psalters","1651. rbgenr","1.0",""
"Psalters 1757. rbgenr","PROPOSED","Psalters","1757. rbgenr","1.0",""
"Psalters 1760. rbgenr","PROPOSED","Psalters","1760. rbgenr","1.0",""
"Psalters 1761. rbgenr","PROPOSED","Psalters","1761. rbgenr","1.0",""
"Psalters 1763. rbgenr","PROPOSED","Psalters","1763. rbgenr","1.0",""
"Psalters 1765. rbgenr","PROPOSED","Psalters","1765. rbgenr","1.0",""
"Psalters 1766. rbgenr","PROPOSED","Psalters","1766. rbgenr","1.0",""
"Psalters 1767. rbgenr","PROPOSED","Psalters","1767. rbgenr","1.0",""
"Psalters 1768. rbgenr","PROPOSED","Psalters","1768. rbgenr","1.0",""
"Psalters 1771. rbgenr","PROPOSED","Psalters","1771. rbgenr","1.0",""
"Psalters 1773. rbgenr","PROPOSED","Psalters","1773. rbgenr","1.0",""
"Psalters 1774. rbgenr","PROPOSED","Psalters","1774. rbgenr","1.0",""
"Psalters 1784. rbgenr","PROPOSED","Psalters","1784. rbgenr","1.0",""
"Psalters 1790. rbgenr","PROPOSED","Psalters","1790. rbgenr","1.0",""
"Psalters 1791. rbgenr","PROPOSED","Psalters","1791. rbgenr","1.0",""
"Psalters 1793. rbgenr","PROPOSED","Psalters","1793. rbgenr","1.0",""
"Psalters 1796. rbgenr","PROPOSED","Psalters","1796. rbgenr","1.0",""
"Psalters 1797. rbgenr","PROPOSED","Psalters","1797. rbgenr","1.0",""
"Psalters 1800. rbgenr","PROPOSED","Psalters","1800. rbgenr","1.0",""
"Psalters 1801. rbgenr","PROPOSED","Psalters","1801. rbgenr","1.0",""
"Psalters Facsimiles. rbgenr","PROPOSED","Psalters","Facsimiles. rbgenr","1.0",""
"Psalters. rbgenr","PROPOSED","Psalters","rbgenr","1.0",""
"Psalters. rbgenr","PROPOSED","Psalters","rbgenr","1.0",""
"Psalters. rbgenr","PROPOSED","Psalters","rbgenr","1.0",""
"Public Health Sciences Books. rbgenr","PROPOSED","Scientific works","Public Health Sciences Books. rbgenr","1.0",""
"Publisher's advertisements 1930 United States Specimens. rbgenr","PROPOSED","Publishers' advertisements","1930 United States Specimens. rbgenr","1.0",""
"Publisher's advertisements 1935. rbgenr","PROPOSED","Publishers' advertisements","1935. rbgenr","1.0",""
"Publisher's advertisements England 19th century. rbgenr","PROPOSED","Publishers' advertisements","England 19th century. rbgenr","1.0",""
"Publisher's advertisements England London 1721. rbgenr","PROPOSED","Publishers' advertisements","England London 1721. rbgenr","1.0",""
"Publisher's advertisements England London 1883. rbgenr","PROPOSED","Publishers' advertisements","England London 1883. rbgenr","1.0",""
"Publisher's advertisements Massachusetts Boston 19th century. NcU. rbgenr","PROPOSED","Publishers' advertisements","Massachusetts Boston 19th century. NcU. rbgenr","1.0",""
"Publisher's advertisements New York (State) New York 1856. rbgenr","PROPOSED","Publishers' advertisements","New York (State) New York 1856. rbgenr","1.0",""
"Publisher's advertisements United States 19th century Harper & Brothers. rbgenr","PROPOSED","Publishers' advertisements","United States 19th century Harper & Brothers. rbgenr","1.0",""
"Publisher's advertisements United States 19th century Roberts Brothers. rbgenr","PROPOSED","Publishers' advertisements","United States 19th century Roberts Brothers. rbgenr","1.0",""
"Publisher's advertisements United States 20th century D. Appleton. rbgenr","PROPOSED","Publishers' advertisements","United States 20th century D. Appleton. rbgenr","1.0",""
"Publisher's advertisements. rbgenr","PROPOSED","Publishers' advertisements","rbgenr","1.0",""
"Publisher's advertisements. rbgenr CtHT","PROPOSED","Publishers' advertisements","rbgenr CtHT","1.0",""
"Publisher's advertisements. rbgenr CtY-BA","PROPOSED","Publishers' advertisements","rbgenr CtY-BA","1.0",""
"Publisher's advertisements. rbpub CtW","PROPOSED","Publishers' advertisements","rbpub CtW","1.0",""
"Publisher's bindings (Binding) rbbin MMeT","PROPOSED","Publishers' bindings","(Binding) rbbin MMeT","1.0",""
"Publisher's cloth bindings (Binding) rbbin MMeT","PROPOSED","Publishers' cloth bindings","(Binding) rbbin MMeT","1.0",""
"Publisher's cloth bindings. rbmscv","PROPOSED","Publishers' cloth bindings","rbmscv","1.0",""
"Publishers adertisements. rbgenr","REVIEW","","","0.0","misspelling/unmatched term ('advertisements' expected)"
"Publishers advertisements rbgenr","PROPOSED","Publishers' advertisements","rbgenr","1.0",""
"Publishers advertisements. rbgenr","PROPOSED","Publishers' advertisements","rbgenr","1.0",""
"Publishers' advertisement. rbgenr","PROPOSED","Publishers' advertisements","rbgenr","1.0",""
"Publishers' advertisements (Publishing) - United States - 20th century. rbpub","PROPOSED","Publishers' advertisements","(Publishing) - United States - 20th century. rbpub","1.0",""
Ordination sermons 1797. rbgenr,PROPOSED,Ordination sermons,1797. rbgenr,1.0,
Ordination sermons 1798. rbgenr,PROPOSED,Ordination sermons,1798. rbgenr,1.0,
Ordination sermons 1799. rbgenr,PROPOSED,Ordination sermons,1799. rbgenr,1.0,
Ordination sermons 1800. rbgenr,PROPOSED,Ordination sermons,1800. rbgenr,1.0,
Operas Germany Berlin 20th century. rbgenr,PROPOSED,Operas,Germany Berlin 20th century. rbgenr,1.0,
Operas Italy Milan 20th century. rbgenr,PROPOSED,Operas,Italy Milan 20th century. rbgenr,1.0,
Odd. rbgenr,REVIEW,,,,term not in rbms_terms.json (partial/unclear)
Odes. rbgenr,PROPOSED,Odes,rbgenr,1.0,
Offprints. rbgenr,PROPOSED,Offprints,rbgenr,1.0,
Offsets. rbgenr,PROPOSED,Offsets,rbgenr,1.0,
Ohio Cincinnati. rbgenr,REVIEW,,,,extraneous geographic data only; unclear base term
Oilers (Occupation). rbgenr,REVIEW,,,,term not in rbms_terms.json
Old Style types. rbtyp,PROPOSED,Old Style types,rbtyp,1.0,
Oldstyle types. rbtyp,PROPOSED,Old Style types,rbtyp,1.0,
Olive-tawed bindings (Binding). rbbin,REVIEW,,,,term not in rbms_terms.json (closest: Alum tawed bindings)
Onionskin (Paper). rbpap,PROPOSED,Onionskin (Paper),rbpap,1.0,
Only. rbgenr,REVIEW,,,,term not in rbms_terms.json
Onlays. rbgenr,PROPOSED,Onlays,rbgenr,1.0,
Open tooling. rbmscv,PROPOSED,Open tooling,rbmscv,1.0,
Open-face types. rbtyp,PROPOSED,Open-face types,rbtyp,1.0,
Open-faced types. rbtyp,PROPOSED,Open-face types,rbtyp,1.0,
Opening day celebrations. rbgenr,REVIEW,,,,term not in rbms_terms.json
Operas. rbgenr,PROPOSED,Operas,rbgenr,1.0,
Operas. rbmscv,PROPOSED,Operas,rbmscv,1.0,
Operettas. rbgenr,PROPOSED,Operettas,rbgenr,1.0,
Operettas. rbmscv,PROPOSED,Operettas,rbmscv,1.0,
Opinion papers. rbgenr,REVIEW,,,,term not in rbms_terms.json
Opp. rbgenr,REVIEW,,,,abbreviation/unclear
Optical illusions. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Visual works)
Optima (Type evidence) rbtyp,PROPOSED,Optima,rbtyp,0.8,ambiguous field designation
Opus numbers. rbgenr,REVIEW,,,,term not in rbms_terms.json
Oracle cards. rbgenr,REVIEW,,,,term not in rbms_terms.json
Oral histories. rbgenr,PROPOSED,Oral histories,rbgenr,1.0,
Oral traditions. rbgenr,REVIEW,,,,term not in rbms_terms.json
Orange label. rbgenr,REVIEW,,,,extraneous; unclear base term
Orders in council. rbgenr,PROPOSED,Orders in council,rbgenr,1.0,
Orders in council. rbmscv,PROPOSED,Orders in council,rbmscv,1.0,
Ordinances. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Administrative regulations)
Ordination sermons 1712. rbgenr,PROPOSED,Ordination sermons,1712. rbgenr,1.0,
Ordination sermons 1713. rbgenr,PROPOSED,Ordination sermons,1713. rbgenr,1.0,
Ordination sermons 1714. rbgenr,PROPOSED,Ordination sermons,1714. rbgenr,1.0,
Ordination sermons 1715. rbgenr,PROPOSED,Ordination sermons,1715. rbgenr,1.0,
Ordination sermons 1716. rbgenr,PROPOSED,Ordination sermons,1716. rbgenr,1.0,
Ordination sermons 1717. rbgenr,PROPOSED,Ordination sermons,1717. rbgenr,1.0,
Ordination sermons 1718. rbgenr,PROPOSED,Ordination sermons,1718. rbgenr,1.0,
Ordination sermons 1720. rbgenr,PROPOSED,Ordination sermons,1720. rbgenr,1.0,
Ordination sermons 1721. rbgenr,PROPOSED,Ordination sermons,1721. rbgenr,1.0,
Ordination sermons 1722. rbgenr,PROPOSED,Ordination sermons,1722. rbgenr,1.0,
Ordination sermons 1723. rbgenr,PROPOSED,Ordination sermons,1723. rbgenr,1.0,
Ordination sermons 1724. rbgenr,PROPOSED,Ordination sermons,1724. rbgenr,1.0,
Ordination sermons 1725. rbgenr,PROPOSED,Ordination sermons,1725. rbgenr,1.0,
Ordination sermons 1729. rbgenr,PROPOSED,Ordination sermons,1729. rbgenr,1.0,
Ordination sermons 1730. rbgenr,PROPOSED,Ordination sermons,1730. rbgenr,1.0,
Ordination sermons 1731. rbgenr,PROPOSED,Ordination sermons,1731. rbgenr,1.0,
Ordination sermons 1732. rbgenr,PROPOSED,Ordination sermons,1732. rbgenr,1.0,
Ordination sermons 1733. rbgenr,PROPOSED,Ordination sermons,1733. rbgenr,1.0,
Ordination sermons 1734. rbgenr,PROPOSED,Ordination sermons,1734. rbgenr,1.0,
Ordination sermons 1735. rbgenr,PROPOSED,Ordination sermons,1735. rbgenr,1.0,
Ordination sermons 1738. rbgenr,PROPOSED,Ordination sermons,1738. rbgenr,1.0,
Ordination sermons 1740. rbgenr,PROPOSED,Ordination sermons,1740. rbgenr,1.0,
Ordination sermons 1741. rbgenr,PROPOSED,Ordination sermons,1741. rbgenr,1.0,
Ordination sermons 1742. rbgenr,PROPOSED,Ordination sermons,1742. rbgenr,1.0,
Ordination sermons 1745. rbgenr,PROPOSED,Ordination sermons,1745. rbgenr,1.0,
Ordination sermons 1746. rbgenr,PROPOSED,Ordination sermons,1746. rbgenr,1.0,
Ordination sermons 1747. rbgenr,PROPOSED,Ordination sermons,1747. rbgenr,1.0,
Ordination sermons 1749. rbgenr,PROPOSED,Ordination sermons,1749. rbgenr,1.0,
Ordination sermons 1751. rbgenr,PROPOSED,Ordination sermons,1751. rbgenr,1.0,
Ordination sermons 1752. rbgenr,PROPOSED,Ordination sermons,1752. rbgenr,1.0,
Ordination sermons 1753. rbgenr,PROPOSED,Ordination sermons,1753. rbgenr,1.0,
Ordination sermons 1754. rbgenr,PROPOSED,Ordination sermons,1754. rbgenr,1.0,
Ordination sermons 1756. rbgenr,PROPOSED,Ordination sermons,1756. rbgenr,1.0,
Ordination sermons 1757. rbgenr,PROPOSED,Ordination sermons,1757. rbgenr,1.0,
Ordination sermons 1758. rbgenr,PROPOSED,Ordination sermons,1758. rbgenr,1.0,
Ordination sermons 1759. rbgenr,PROPOSED,Ordination sermons,1759. rbgenr,1.0,
Ordination sermons 1760. rbgenr,PROPOSED,Ordination sermons,1760. rbgenr,1.0,
Ordination sermons 1761. rbgenr,PROPOSED,Ordination sermons,1761. rbgenr,1.0,
Ordination sermons 1762. rbgenr,PROPOSED,Ordination sermons,1762. rbgenr,1.0,
Ordination sermons 1765. rbgenr,PROPOSED,Ordination sermons,1765. rbgenr,1.0,
Ordination sermons 1766. rbgenr,PROPOSED,Ordination sermons,1766. rbgenr,1.0,
Ordination sermons 1767. rbgenr,PROPOSED,Ordination sermons,1767. rbgenr,1.0,
Ordination sermons 1768. rbgenr,PROPOSED,Ordination sermons,1768. rbgenr,1.0,
Ordination sermons 1769. rbgenr,PROPOSED,Ordination sermons,1769. rbgenr,1.0,
Ordination sermons 1770. rbgenr,PROPOSED,Ordination sermons,1770. rbgenr,1.0,
Ordination sermons 1771. rbgenr,PROPOSED,Ordination sermons,1771. rbgenr,1.0,
Ordination sermons 1772. rbgenr,PROPOSED,Ordination sermons,1772. rbgenr,1.0,
Ordination sermons 1773. rbgenr,PROPOSED,Ordination sermons,1773. rbgenr,1.0,
Ordination sermons 1774. rbgenr,PROPOSED,Ordination sermons,1774. rbgenr,1.0,
Ordination sermons 1775. rbgenr,PROPOSED,Ordination sermons,1775. rbgenr,1.0,
Ordination sermons 1776. rbgenr,PROPOSED,Ordination sermons,1776. rbgenr,1.0,
Ordination sermons 1777. rbgenr,PROPOSED,Ordination sermons,1777. rbgenr,1.0,
Ordination sermons 1778. rbgenr,PROPOSED,Ordination sermons,1778. rbgenr,1.0,
Ordination sermons 1779. rbgenr,PROPOSED,Ordination sermons,1779. rbgenr,1.0,
Ordination sermons 1780. rbgenr,PROPOSED,Ordination sermons,1780. rbgenr,1.0,
Ordination sermons 1781. rbgenr,PROPOSED,Ordination sermons,1781. rbgenr,1.0,
Ordination sermons 1782. rbgenr,PROPOSED,Ordination sermons,1782. rbgenr,1.0,
Ordination sermons 1783. rbgenr,PROPOSED,Ordination sermons,1783. rbgenr,1.0,
Ordination sermons 1784. rbgenr,PROPOSED,Ordination sermons,1784. rbgenr,1.0,
Ordination sermons 1785. rbgenr,PROPOSED,Ordination sermons,1785. rbgenr,1.0,
Ordination sermons 1786. rbgenr,PROPOSED,Ordination sermons,1786. rbgenr,1.0,
Ordination sermons 1787. rbgenr,PROPOSED,Ordination sermons,1787. rbgenr,1.0,
Ordination sermons 1788. rbgenr,PROPOSED,Ordination sermons,1788. rbgenr,1.0,
Ordination sermons 1789. rbgenr,PROPOSED,Ordination sermons,1789. rbgenr,1.0,
Ordination sermons 1790. rbgenr,PROPOSED,Ordination sermons,1790. rbgenr,1.0,
Ordination sermons 1791. rbgenr,PROPOSED,Ordination sermons,1791. rbgenr,1.0,
Ordination sermons 1792. rbgenr,PROPOSED,Ordination sermons,1792. rbgenr,1.0,
Ordination sermons 1793. rbgenr,PROPOSED,Ordination sermons,1793. rbgenr,1.0,
Ordination sermons 1794. rbgenr,PROPOSED,Ordination sermons,1794. rbgenr,1.0,
Ordination sermons 1795. rbgenr,PROPOSED,Ordination sermons,1795. rbgenr,1.0,
Ordination sermons 1796. rbgenr,PROPOSED,Ordination sermons,1796. rbgenr,1.0,
Ordination sermons 1800. rbgenr,PROPOSED,Ordination sermons,1800. rbgenr,1.0,
Ordination sermons 1801. rbgenr,PROPOSED,Ordination sermons,1801. rbgenr,1.0,
Ordination sermons 1802. rbgenr,PROPOSED,Ordination sermons,1802. rbgenr,1.0,
Ordination sermons England London 18th century. rbgenr,PROPOSED,Ordination sermons,England London 18th century. rbgenr,1.0,
Ordination sermons England London 19th century. rbgenr,PROPOSED,Ordination sermons,England London 19th century. rbgenr,1.0,
Ordination sermons England Oxford 1760. rbgenr,PROPOSED,Ordination sermons,England Oxford 1760. rbgenr,1.0,
Ordination sermons Massachusetts Boston 1756. rbgenr,PROPOSED,Ordination sermons,Massachusetts Boston 1756. rbgenr,1.0,
Ordination sermons. rbgenr,PROPOSED,Ordination sermons,rbgenr,1.0,
Ordination sermons. rbmscv,PROPOSED,Ordination sermons,rbmscv,1.0,
Orders (Binding) rbbin,REVIEW,,,,term not in rbms_terms.json (unclear)
Organ music. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Musical works)
Organs music 18th century. rbgenr,REVIEW,,,,misspelling/variant (should be singular)
Organisms (Scientific). rbgenr,REVIEW,,,,term not in rbms_terms.json
Organization. rbgenr,REVIEW,,,,term not in rbms_terms.json
Organizations. rbgenr,REVIEW,,,,term not in rbms_terms.json
Organizational publications. rbgenr,REVIEW,,,,term not in rbms_terms.json
Orient. rbgenr,REVIEW,,,,incomplete term
Oriental. rbgenr,REVIEW,,,,term not in rbms_terms.json
Orientation. rbgenr,REVIEW,,,,term not in rbms_terms.json
Origin. rbgenr,REVIEW,,,,term not in rbms_terms.json
Original bindings (Binding) 18th century. rbbin,PROPOSED,Original covers,(Binding) 18th century. rbbin,0.8,alternate term; verify intent
Original bindings (Binding) Germany. rbbin,PROPOSED,Original covers,(Binding) Germany. rbbin,0.8,alternate term; verify intent
Original bindings (Binding) rbbin,PROPOSED,Original covers,(Binding) rbbin,0.8,alternate term; verify intent
Original bindings (Binding) rbbin MMeT,PROPOSED,Original covers,(Binding) rbbin MMeT,0.8,alternate term; verify intent
Original covers (Binding) 17th century. rbbin MMeT,PROPOSED,Original covers,(Binding) 17th century. rbbin MMeT,1.0,
Original covers (Binding) 18th century. rbbin MMeT,PROPOSED,Original covers,(Binding) 18th century. rbbin MMeT,1.0,
Original covers (Binding) rbbin,PROPOSED,Original covers,(Binding) rbbin,1.0,
Original covers (Binding) rbbin MMeT,PROPOSED,Original covers,(Binding) rbbin MMeT,1.0,
Original covers. rbmscv,PROPOSED,Original covers,rbmscv,1.0,
Original covers. rbmscv MMeT,PROPOSED,Original covers,rbmscv MMeT,1.0,
Original spine. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Original covers)
Originals. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ornate bindngs. rbbin,REVIEW,,,,misspelling (should be 'bindings')
Ornate types. rbtyp,PROPOSED,Ornate types,rbtyp,1.0,
Ornate types. rbmscv,PROPOSED,Ornate types,rbmscv,1.0,
Orphanage. rbgenr,REVIEW,,,,term not in rbms_terms.json
Orphanage records. rbgenr,REVIEW,,,,term not in rbms_terms.json
Orzo. rbgenr,REVIEW,,,,term not in rbms_terms.json
Osier. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ostrich leather bindings (Binding) rbbin,PROPOSED,Ostrich leather bindings,(Binding) rbbin,1.0,
Ostrich leather bindings (Binding) rbbin MMeT,PROPOSED,Ostrich leather bindings,(Binding) rbbin MMeT,1.0,
Ostrich leather bindings. rbmscv,PROPOSED,Ostrich leather bindings,rbmscv,1.0,
Ostrich leather bindings. rbmscv MMeT,PROPOSED,Ostrich leather bindings,rbmscv MMeT,1.0,
Other. rbgenr,REVIEW,,,,term too vague
Otter. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ottoman. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Historical works)
Oughtnot. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ought. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ounce. rbgenr,REVIEW,,,,term not in rbms_terms.json
Our. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ours. rbgenr,REVIEW,,,,term not in rbms_terms.json
Ourselves. rbgenr,REVIEW,,,,term not in rbms_terms.json
Oust. rbgenr,REVIEW,,,,term not in rbms_terms.json
Out. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outbreak. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outbidding. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outboard. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outbound. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outbreak (Event) rbgenr,REVIEW,,,,term not in rbms_terms.json
Outbreaks. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outburst. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcaste. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcast. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcaste. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcasts. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcome. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcomes. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outcry. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdated. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdate. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdid. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdistance. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdone. rbgenr,REVIEW,,,,term not in rbms_terms.json
Outdoor. rbgenr,REVIEW,,,,term not in rbms_terms.json (closest: Exploration literature)
Outdoors. rbgenr,REVIEW,,,,term not in rbms_terms.json
