original,status,updated_term,extraneous_text,confidence,error
Nursery rhymes 1992. rbgenr,PROPOSED,Nursery rhymes,1992 rbgenr,0.98,
Nursery rhymes 1993. rbgenr,PROPOSED,Nursery rhymes,1993 rbgenr,0.98,
Nursery rhymes 2012. rbgenr,PROPOSED,Nursery rhymes,2012 rbgenr,0.98,
Nursery rhymes. rbmscv,PROPOSED,Nursery rhymes,rbmscv,1.0,
Obituaries. rbgenr,PROPOSED,Obituaries,rbgenr,1.0,
Occasional addresses Connecticut New Haven 1941. rbgenr,PROPOSED,Occasional addresses,Connecticut New Haven 1941 rbgenr,0.98,
Octavo England 1778. rbpri,REVIEW,,rbpri,0.0,
Octavo England 1844. rbmscv,REVIEW,,rbmscv,0.0,
Octavo England 1844. rbpri,REVIEW,,rbpri,0.0,
Octavo England 1864. rbpri,REVIEW,,rbpri,0.0,
Octavo England 1874. rbpri,REVIEW,,rbpri,0.0,
Octavo format (Printing)  Germany Dillingen an der Donau 16th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Dillingen an der Donau 16th century rbpri,0.98,
Octavo format (Printing) 18th century. rbpri,PROPOSED,Octavo format,(Printing) 18th century rbpri,0.98,
Octavo format (Printing) Austria Freistadt 17th century. rbpri,PROPOSED,Octavo format,(Printing) Austria Freistadt 17th century rbpri,0.98,
Octavo format (Printing) England 17th century. rbpri,PROPOSED,Octavo format,(Printing) England 17th century rbpri,0.98,
Octavo format (Printing) England 18th century. rbpri,PROPOSED,Octavo format,(Printing) England 18th century rbpri,0.98,
Octavo format (Printing) England Birmingham 18th century. rbpri,PROPOSED,Octavo format,(Printing) England Birmingham 18th century rbpri,0.98,
Octavo format (Printing) England Bungay 19th century. rbpri,PROPOSED,Octavo format,(Printing) England Bungay 19th century rbpri,0.98,
Octavo format (Printing) England London 17th century. rbpri,PROPOSED,Octavo format,(Printing) England London 17th century rbpri,0.98,
Octavo format (Printing) England London 1869t. rbpri,PROPOSED,Octavo format,(Printing) England London 1869t rbpri,0.98,
Octavo format (Printing) England London 18th century rbpri,PROPOSED,Octavo format,(Printing) England London 18th century rbpri,0.98,
Octavo format (Printing) England London 18th century. rbpri,PROPOSED,Octavo format,(Printing) England London 18th century rbpri,0.98,
Octavo format (Printing) England London 19th century. rbpri,PROPOSED,Octavo format,(Printing) England London 19th century rbpri,0.98,
Octavo format (Printing) England Truro 19th century. rbpri,PROPOSED,Octavo format,(Printing) England Truro 19th century rbpri,0.98,
Octavo format (Printing) France 16th century. rbpri,PROPOSED,Octavo format,(Printing) France 16th century rbpri,0.98,
Octavo format (Printing) France Paris 18th century rbpri,PROPOSED,Octavo format,(Printing) France Paris 18th century rbpri,0.98,
Octavo format (Printing) France Paris 18th century. rbpri,PROPOSED,Octavo format,(Printing) France Paris 18th century rbpri,0.98,
Octavo format (Printing) Germany 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany 18th century rbpri,0.98,
Octavo format (Printing) Germany Augsburg 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Augsburg 18th century rbpri,0.98,
Octavo format (Printing) Germany Cologne 16th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Cologne 16th century rbpri,0.98,
Octavo format (Printing) Germany Dillingen an der Donau 16th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Dillingen an der Donau 16th century rbpri,0.98,
Octavo format (Printing) Germany Frankfurt am Main 17th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Frankfurt am Main 17th century rbpri,0.98,
Octavo format (Printing) Germany Halle-Neustadt (Stadtkreis) 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Halle-Neustadt (Stadtkreis) 18th century rbpri,0.98,
Octavo format (Printing) Germany Heidelberg 17th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Heidelberg 17th century rbpri,0.98,
Octavo format (Printing) Germany Ingolstadt 16th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Ingolstadt 16th century rbpri,0.98,
Octavo format (Printing) Germany K”nigsberg 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany K”nigsberg 18th century rbpri,0.98,
Octavo format (Printing) Germany Leipzig 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Leipzig 18th century rbpri,0.98,
Octavo format (Printing) Germany Leipzig 19th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Leipzig 19th century rbpri,0.98,
Octavo format (Printing) Germany Tbingen 18th century. rbpri,PROPOSED,Octavo format,(Printing) Germany Tbingen 18th century rbpri,0.98,
Octavo format (Printing) Ireland Dublin 18th century. rbpri,PROPOSED,Octavo format,(Printing) Ireland Dublin 18th century rbpri,0.98,
Octavo format (Printing) Italy 16th century. rbpri,PROPOSED,Octavo format,(Printing) Italy 16th century rbpri,0.98,
Octavo format (Printing) Italy 18th century. rbpri,PROPOSED,Octavo format,(Printing) Italy 18th century rbpri,0.98,
Octavo format (Printing) Italy Venice 1589. rbpri,PROPOSED,Octavo format,(Printing) Italy Venice 1589 rbpri,0.98,
Octavo format (Printing) Italy Venice 16th century. rbpri,PROPOSED,Octavo format,(Printing) Italy Venice 16th century rbpri,0.98,
Octavo format (Printing) Netherlands Leiden 18th century. rbpri,PROPOSED,Octavo format,(Printing) Netherlands Leiden 18th century rbpri,0.98,
Octavo format (Printing) Pennsylvania Northumberland County 18th century. rbpri,PROPOSED,Octavo format,(Printing) Pennsylvania Northumberland County 18th century rbpri,0.98,
Octavo format (Printing) Pennsylvania Northumberland County 19th century. rbpri,PROPOSED,Octavo format,(Printing) Pennsylvania Northumberland County 19th century rbpri,0.98,
Octavo format (Printing) South Carolina Columbia 19th century. rbpri,PROPOSED,Octavo format,(Printing) South Carolina Columbia 19th century rbpri,0.98,
Octavo format (Printing) Spain Madrid 18th century. rbpri,PROPOSED,Octavo format,(Printing) Spain Madrid 18th century rbpri,0.98,
Octavo format (Printing) Switzerland Geneva (Republic) 17th century. rbpri,PROPOSED,Octavo format,(Printing) Switzerland Geneva (Republic) 17th century rbpri,0.98,
Octavo format (Printing) rbpri,PROPOSED,Octavo format,(Printing) rbpri,0.98,
Octavo format (Printing)England London 18th century. rbpri,PROPOSED,Octavo format,(Printing)England London 18th century rbpri,0.98,
Octavo format rbmscv,PROPOSED,Octavo format,rbmscv,1.0,
Octavo format. rbmscv http://id.loc.gov/vocabulary/rbmscv/cv00792,PROPOSED,Octavo format,rbmscv,1.0,
Octavo format. rbpri,PROPOSED,Octavo format,rbpri,1.0,
Onionskin (Paper) rbpap,PROPOSED,Onionskin (Paper),rbpap,1.0,
Onionskin (Paper). rbpap,PROPOSED,Onionskin (Paper),rbpap,1.0,
Open-face types (Type) England London 19th century. rbtyp,PROPOSED,Open-face types,(Type) England London 19th century. rbtyp,0.98,
Operas Germany Berlin 20th century. rbgenr,PROPOSED,Operas,Germany Berlin 20th century rbgenr,0.98,
Operas Italy Milan 20th century. rbgenr,PROPOSED,Operas,Italy Milan 20th century rbgenr,0.98,
Operettas England London 19th century. rbgenr,PROPOSED,Operettas,England London 19th century rbgenr,0.98,
Oral histories. rbgenr,PROPOSED,Oral histories,rbgenr,1.0,
Orations. rbgenr,REVIEW,,rbgenr,0.0,
Ordination sermons 1713. rbgenr,PROPOSED,Ordination sermons,1713 rbgenr,0.98,
Ordination sermons 1718. rbgenr,PROPOSED,Ordination sermons,1718 rbgenr,0.98,
Ordination sermons 1726. rbgenr,PROPOSED,Ordination sermons,1726 rbgenr,0.98,
Ordination sermons 1728. rbgenr,PROPOSED,Ordination sermons,1728 rbgenr,0.98,
Ordination sermons 1743. rbgenr,PROPOSED,Ordination sermons,1743 rbgenr,0.98,
Ordination sermons 1743. rbmscv,PROPOSED,Ordination sermons,1743 rbmscv,0.98,
Ordination sermons 1749. rbgenr,PROPOSED,Ordination sermons,1749 rbgenr,0.98,
Ordination sermons 1752. rbgenr,PROPOSED,Ordination sermons,1752 rbgenr,0.98,
Ordination sermons 1752. rbmscv,PROPOSED,Ordination sermons,1752 rbmscv,0.98,
Ordination sermons 1756. rbgenr,PROPOSED,Ordination sermons,1756 rbgenr,0.98,
Ordination sermons 1756. rbmscv,PROPOSED,Ordination sermons,1756 rbmscv,0.98,
Ordination sermons 1761. rbgenr,PROPOSED,Ordination sermons,1761 rbgenr,0.98,
Ordination sermons 1768. rbgenr,PROPOSED,Ordination sermons,1768 rbgenr,0.98,
Ordination sermons 1772. rbgenr,PROPOSED,Ordination sermons,1772 rbgenr,0.98,
Ordination sermons 1789. rbgenr,PROPOSED,Ordination sermons,1789 rbgenr,0.98,
Ordination sermons 1790. rbgenr,PROPOSED,Ordination sermons,1790 rbgenr,0.98,
Ordination sermons 1791. rbgenr,PROPOSED,Ordination sermons,1791 rbgenr,0.98,
Ordination sermons 1795. rbgenr,PROPOSED,Ordination sermons,1795 rbgenr,0.98,
Ordination sermons 1797. rbgenr,PROPOSED,Ordination sermons,1797 rbgenr,0.98,
Ornate types (Type evidence) rbtyp,PROPOSED,Ornate types,(Type evidence) rbtyp,0.98,
Overland journals 19th century. rbgenr,PROPOSED,Overland journals,19th century rbgenr,0.98,
Overland journals West (U.S.) 1804-1806. rbgenr,PROPOSED,Overland journals,West (U.S.) 1804-1806 rbgenr,0.98,
Overland journals. rbgenr,PROPOSED,Overland journals,rbgenr,1.0,
Page proofs (Printing) American 1960-1969 rbpri,PROPOSED,Page proofs,(Printing) American 1960-1969 rbpri,0.98,
Page proofs (Printing) American 1960-1969. rbpri,PROPOSED,Page proofs,(Printing) American 1960-1969 rbpri,0.98,
Page proofs (Printing) New York (State) New York 1971. rbpri MH-H,PROPOSED,Page proofs,(Printing) New York (State) New York 1971 rbpri MH-H,0.98,
Page proofs (Printing) New York (State) New York 1973. rbpri MH-H,PROPOSED,Page proofs,(Printing) New York (State) New York 1973 rbpri MH-H,0.98,
Page proofs (Printing) New York (State) New York 1994. rbpri MH-H,PROPOSED,Page proofs,(Printing) New York (State) New York 1994 rbpri MH-H,0.98,
Page proofs (Printing) New York Garden City 1979. rbpri MH-H,PROPOSED,Page proofs,(Printing) New York Garden City 1979 rbpri MH-H,0.98,
Page proofs (Printing) rbpri,PROPOSED,Page proofs,(Printing) rbpri,0.98,
Page proofs (Printing) rbpri MH-H,PROPOSED,Page proofs,(Printing) rbpri MH-H,0.98,
Page proofs. rbpri MH-H,PROPOSED,Page proofs,rbpri MH-H,1.0,
Pagination errors (Printing) England 17th century. rbpri,PROPOSED,Pagination errors,(Printing) England 17th century rbpri,0.98,
Pagination errors (Printing) England 18th century. WaPS. rbpri,PROPOSED,Pagination errors,(Printing) England 18th century. WaPS rbpri,0.98,
Pagination errors (Printing) England London 1636. rbpri,PROPOSED,Pagination errors,(Printing) England London 1636 rbpri,0.98,
Pagination errors (Printing) England London 17th century. rbpri,PROPOSED,Pagination errors,(Printing) England London 17th century rbpri,0.98,
Pagination errors (Printing) Italy 16th century. rbpri,PROPOSED,Pagination errors,(Printing) Italy 16th century rbpri,0.98,
Pagination errors (Printing) Massachusetts 1800. rbpri,PROPOSED,Pagination errors,(Printing) Massachusetts 1800 rbpri,0.98,
Pagination errors (Printing) rbpri,PROPOSED,Pagination errors,(Printing) rbpri,0.98,
Pagination errors (Printing) rbpri MMeT,PROPOSED,Pagination errors,(Printing) rbpri MMeT,0.98,
Painted bindings (Binding) rbmscv,PROPOSED,Painted bindings,(Binding) rbmscv,0.98,
Painted bindings. rbmscv,PROPOSED,Painted bindings,rbmscv,1.0,
Painted books 20th century Reproductions. rbgenr,PROPOSED,Painted books,20th century Reproductions rbgenr,0.98,
Painted books. rbgenr,PROPOSED,Painted books,rbgenr,1.0,
Panel-stamped bindings (Binding) 16th century. rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) 16th century rbbin MMeT,0.98,
Panel-stamped bindings (Binding) England 18th century. rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) England 18th century rbbin MMeT,0.98,
Panel-stamped bindings (Binding) England London 17th century. rbbin,PROPOSED,Panel-stamped bindings,(Binding) England London 17th century rbbin,0.98,
Panel-stamped bindings (Binding) England. rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) England rbbin MMeT,0.98,
Panel-stamped bindings (Binding) Germany 16th century. rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) Germany 16th century rbbin MMeT,0.98,
Panel-stamped bindings (Binding) Germany 17th century. rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) Germany 17th century rbbin MMeT,0.98,
Panel-stamped bindings (Binding) rbbin,PROPOSED,Panel-stamped bindings,(Binding) rbbin,0.98,
Panel-stamped bindings (Binding) rbbin MMeT,PROPOSED,Panel-stamped bindings,(Binding) rbbin MMeT,0.98,
Panel-stamped bindings (Bindings) rbbin MMeT,PROPOSED,Panel-stamped bindings,(Bindings) rbbin MMeT,0.98,
Panel-stamped bindings (Bindings). rbbin MMeT,PROPOSED,Panel-stamped bindings,(Bindings) rbbin MMeT,0.98,
Panel-stamping bindings. rbmscv MMeT,PROPOSED,Panel-stamped bindings,rbmscv MMeT,0.8888888888888888,
Paper binding labels (Binding) rbbin,PROPOSED,Paper binding labels,(Binding) rbbin,0.98,
Paper binding labels (Binding) rbbin MMeT,PROPOSED,Paper binding labels,(Binding) rbbin MMeT,0.98,
Paper bindings (Binding) 19th century. rbbin MMeT,PROPOSED,Paper bindings,(Binding) 19th century rbbin MMeT,0.98,
Paper bindings (Binding) England 18th century. rbbin MMeT,PROPOSED,Paper bindings,(Binding) England 18th century rbbin MMeT,0.98,
Paper bindings (Binding) England London 19th century. rbbin MMeT,PROPOSED,Paper bindings,(Binding) England London 19th century rbbin MMeT,0.98,
Paper bindings (Binding) Italy 18th century. rbbin,PROPOSED,Paper bindings,(Binding) Italy 18th century rbbin,0.98,
Paper bindings (Binding) rbbin MMeT,PROPOSED,Paper bindings,(Binding) rbbin MMeT,0.98,
Paper bindings (Binding) rbpap,PROPOSED,Paper bindings,(Binding) rbpap,0.98,
Paper bindings (Binding). rbbin MMeT,PROPOSED,Paper bindings,(Binding) rbbin MMeT,0.98,
Paper bindings. rbmscv,PROPOSED,Paper bindings,rbmscv,1.0,
Paper bindings. rbmscv MMeT,PROPOSED,Paper bindings,rbmscv MMeT,1.0,
Paper cutouts (Paper) rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Arnold. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Curious Metallic. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) EnDuro Ice. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Epson Premium Presentation. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Hahnamhle Ingres. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Hahnemu?hle Ingres. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Hahnemuhle Ingres. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Inbe Thick. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Lexpar Legal Parchment. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Moulin du Gue?. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Nepalese Lokta. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Old Masters. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Phoenix Imperial Halbmatt Naturweiss. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Tuckenhay. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Uda-gami. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Velin d'Arches. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Zanders Elephant Hide. rbpap,REVIEW,,rbpap,0.0,
Paper evidence (Paper) Zerkall Book. rbpap,REVIEW,,rbpap,0.0,
Paper evidence Arches Cover 250g. rbpap,REVIEW,,rbpap,0.0,
Paperback originals (Publishing) rbpub,PROPOSED,Paperback originals,(Publishing) rbpub,0.98,
Paperback originals. rbmscv,PROPOSED,Paperback originals,rbmscv,1.0,
Paperbacks (Printing and Publishing) United States 20th century. rbpub,PROPOSED,Paperbacks,(Printing and Publishing) United States 20th century rbpub,0.98,
Paperbacks (Publishing) England London 1982. rbpub,PROPOSED,Paperbacks,(Publishing) England London 1982 rbpub,0.98,
Paperbacks (Publishing) Pennsylvania Lewisburg 1975. rbpub,PROPOSED,Paperbacks,(Publishing) Pennsylvania Lewisburg 1975 rbpub,0.98,
Paperbacks (Publishing) rbpub,PROPOSED,Paperbacks,(Publishing) rbpub,0.98,
Paperbacks. rbmscv,PROPOSED,Paperbacks,rbmscv,1.0,
Parables. rbgenr,PROPOSED,Parables,rbgenr,1.0,
Parodies 1894. rbgenr,PROPOSED,Parodies,1894 rbgenr,0.98,
Parodies England London 19th century. rbgenr,PROPOSED,Parodies,England London 19th century rbgenr,0.98,
Part books. rbgenr,PROPOSED,Part books,rbgenr,1.0,
Parts (Publishing) England London 19th century. rbpub,PROPOSED,Parts (Publishing),England London 19th century rbpub,0.98,
Parts (Publishing) rbpub,PROPOSED,Parts (Publishing),rbpub,1.0,
Parts (Publishing). rbmscv,PROPOSED,Parts (Publishing),rbmscv,1.0,
Paste paper bindings (Binding) rbbin MMeT,PROPOSED,Paste paper bindings,(Binding) rbbin MMeT,0.98,
Paste papers (Binding) United States 21st century. rbbin,PROPOSED,Paste papers,(Binding) United States 21st century rbbin,0.98,
Paste papers (Paper). rbpap,PROPOSED,Paste papers,(Paper) rbpap,0.98,
Pasteboard (Binding) 18th century. rbbin,PROPOSED,Pasteboard,(Binding) 18th century rbbin,0.98,
Pasteboard (Binding) rbbin MMeT,PROPOSED,Pasteboard,(Binding) rbbin MMeT,0.98,
Pasteboard. rbmscv MMeT,PROPOSED,Pasteboard,rbmscv MMeT,1.0,
Pastoral poetry Italy 14th century. rbgenr,REVIEW,,rbgenr,0.0,
Pataphysical literature France 20th century. rbgenr,PROPOSED,Pataphysical literature,France 20th century rbgenr,0.98,
Periodicals 17th century. rbgenr,PROPOSED,Periodicals,17th century rbgenr,0.98,
Periodicals 18th century. rbgenr,PROPOSED,Periodicals,18th century rbgenr,0.98,
Periodicals Austria Vienna. rbgenr,PROPOSED,Periodicals,Austria Vienna rbgenr,0.98,
Periodicals England 19th century. rbgenr,PROPOSED,Periodicals,England 19th century rbgenr,0.98,
Periodicals England 20th century. rbgenr,PROPOSED,Periodicals,England 20th century rbgenr,0.98,
Periodicals Massachusetts Boston. rbgenr,PROPOSED,Periodicals,Massachusetts Boston rbgenr,0.98,
Periodicals Massachusetts Boston. rbmscv,PROPOSED,Periodicals,Massachusetts Boston rbmscv,0.98,
Periodicals Massachusetts Cambridge. rbgenr,PROPOSED,Periodicals,Massachusetts Cambridge rbgenr,0.98,
Periodicals New York (State) East Aurora. rbgenr,PROPOSED,Periodicals,New York (State) East Aurora rbgenr,0.98,
Periodicals New York (State) New York 21st century. rbgenr,PROPOSED,Periodicals,New York (State) New York 21st century rbgenr,0.98,
Periodicals New York (State) New York. rbgenr,PROPOSED,Periodicals,New York (State) New York rbgenr,0.98,
Periodicals New York (State). rbmscv,PROPOSED,Periodicals,New York (State) rbmscv,0.98,
Periodicals New York New York rbgenr,PROPOSED,Periodicals,New York New York rbgenr,0.98,
Periodicals New York New York. rbgenr,PROPOSED,Periodicals,New York New York rbgenr,0.98,
Periodicals Pennsylvania Philadelphia. rbgenr,PROPOSED,Periodicals,Pennsylvania Philadelphia rbgenr,0.98,
Periodicals. rbgenr,PROPOSED,Periodicals,rbgenr,1.0,
Periodicals. rbmscv,PROPOSED,Periodicals,rbmscv,1.0,
Perodicals England London 1980. rbgenr,REVIEW,,rbgenr,0.0,
Pharmacopoeias England London 18th century. rbgenr,PROPOSED,Pharmacopoeias,England London 18th century rbgenr,0.98,
Pharmacopoeias France Lyon 16th century. rbgenr,PROPOSED,Pharmacopoeias,France Lyon 16th century rbgenr,0.98,
Pharmacopoeias. rbgenr,PROPOSED,Pharmacopoeias,rbgenr,1.0,
Photographic facsimiles (Publishing) StSaUL. rbpub,PROPOSED,Photographic facsimiles,(Publishing) StSaUL rbpub,0.98,
Photographic facsimiles (Publishing) rbpub,PROPOSED,Photographic facsimiles,(Publishing) rbpub,0.98,
Photographic facsmiles (Publishing) California San Marino 20th century. rbpub,REVIEW,,rbpub,0.0,
Picaresque fiction England 18th century. rbgenr,REVIEW,,rbgenr,0.0,
Picaresque literature France 18th century. rbgenr,PROPOSED,Picaresque literature,France 18th century rbgenr,0.98,
Pictorial bindings (Binding) rbmscv,PROPOSED,Pictorial bindings,(Binding) rbmscv,0.98,
Pictorial bindings. rbmscv,PROPOSED,Pictorial bindings,rbmscv,1.0,
Pictorial bindings. rbmscv MMeT,PROPOSED,Pictorial bindings,rbmscv MMeT,1.0,
Pictorial cloth bindings (Binding) 19th century. rbgenr,PROPOSED,Pictorial cloth bindings,(Binding) 19th century rbgenr,0.98,
Pictorial cloth bindings (Binding) New York (State) New York 1936. rbgenr,PROPOSED,Pictorial cloth bindings,(Binding) New York (State) New York 1936 rbgenr,0.98,
Pictorial cloth bindings (Binding) United States 1897. rbmscv,PROPOSED,Pictorial cloth bindings,(Binding) United States 1897 rbmscv,0.98,
Pictorial cloth bindings (Binding) United States. rbbin,PROPOSED,Pictorial cloth bindings,(Binding) United States rbbin,0.98,
Pictorial cloth bindings (Binding) rbmscv,PROPOSED,Pictorial cloth bindings,(Binding) rbmscv,0.98,
Pictorial cloth bindings. rbmscv,PROPOSED,Pictorial cloth bindings,rbmscv,1.0,
Picture novels. rbgenr,REVIEW,,rbgenr,0.0,
Pigskin bindings (Binding) 15th century. rbbin MMeT,PROPOSED,Pigskin bindings,(Binding) 15th century rbbin MMeT,0.98,
Pigskin bindings (Binding) 16th century. rbbin MMeT,PROPOSED,Pigskin bindings,(Binding) 16th century rbbin MMeT,0.98,
Pigskin bindings (Binding) Germany 16th century. rbbin MMeT,PROPOSED,Pigskin bindings,(Binding) Germany 16th century rbbin MMeT,0.98,
Pigskin bindings (Binding) Germany 17th century. rbbin MMeT,PROPOSED,Pigskin bindings,(Binding) Germany 17th century rbbin MMeT,0.98,
Pigskin bindings (Binding) rbbin,PROPOSED,Pigskin bindings,(Binding) rbbin,0.98,
Pigskin bindings (Binding) rbbin MMeT,PROPOSED,Pigskin bindings,(Binding) rbbin MMeT,0.98,
Piracies (Publishing) Taiwan 20th century. rbpub,PROPOSED,Piracies,(Publishing) Taiwan 20th century rbpub,0.98,
Playbills England London. rbgenr,PROPOSED,Playbills,England London rbgenr,0.98,
Playbills. rbgenr,PROPOSED,Playbills,rbgenr,1.0,
Plays - Germany - Munich - 20th century. rbgenr,PROPOSED,Plays,- Germany - Munich - 20th century rbgenr,0.98,
Plays 1714. rbgenr,PROPOSED,Plays,1714 rbgenr,0.98,
Plays 1764. rbgenr,PROPOSED,Plays,1764 rbgenr,0.98,
Plays 1765. rbgenr,PROPOSED,Plays,1765 rbgenr,0.98,
Plays 1767. rbgenr,PROPOSED,Plays,1767 rbgenr,0.98,
Plays 1773. rbgenr,PROPOSED,Plays,1773 rbgenr,0.98,
Plays 1774. rbgenr,PROPOSED,Plays,1774 rbgenr,0.98,
Plays 1775. rbgenr,PROPOSED,Plays,1775 rbgenr,0.98,
Plays 1776. rbgenr,PROPOSED,Plays,1776 rbgenr,0.98,
Plays 1777. rbgenr,PROPOSED,Plays,1777 rbgenr,0.98,
Plays 1784. rbgenr,PROPOSED,Plays,1784 rbgenr,0.98,
Plays 1785. rbgenr,PROPOSED,Plays,1785 rbgenr,0.98,
Plays 1788. rbgenr,PROPOSED,Plays,1788 rbgenr,0.98,
Plays 1788. rbmscv,PROPOSED,Plays,1788 rbmscv,0.98,
Plays 1789. rbgenr,PROPOSED,Plays,1789 rbgenr,0.98,
Plays 1790. rbgenr,PROPOSED,Plays,1790 rbgenr,0.98,
Plays 1792. rbgenr,PROPOSED,Plays,1792 rbgenr,0.98,
Plays 1793. rbgenr,PROPOSED,Plays,1793 rbgenr,0.98,
Plays 1793. rbmscv,PROPOSED,Plays,1793 rbmscv,0.98,
Plays 1794. rbgenr,PROPOSED,Plays,1794 rbgenr,0.98,
Plays 1795. rbgenr,PROPOSED,Plays,1795 rbgenr,0.98,
Plays 1795. rbmscv,PROPOSED,Plays,1795 rbmscv,0.98,
Plays 1796. rbgenr,PROPOSED,Plays,1796 rbgenr,0.98,
Plays 1797. rbgenr,PROPOSED,Plays,1797 rbgenr,0.98,
Plays 1798. rbgenr,PROPOSED,Plays,1798 rbgenr,0.98,
Plays 1798. rbmscv,PROPOSED,Plays,1798 rbmscv,0.98,
Plays 1800. rbgenr,PROPOSED,Plays,1800 rbgenr,0.98,
Plays 1845. rbgenr,PROPOSED,Plays,1845 rbgenr,0.98,
Plays 1846. rbgenr,PROPOSED,Plays,1846 rbgenr,0.98,
Plays 1847. rbgenr,PROPOSED,Plays,1847 rbgenr,0.98,
Plays 1851. rbgenr,PROPOSED,Plays,1851 rbgenr,0.98,
Plays 1854. rbgenr,PROPOSED,Plays,1854 rbgenr,0.98,
Plays 1855. rbgenr,PROPOSED,Plays,1855 rbgenr,0.98,
Plays 1856. rbgenr,PROPOSED,Plays,1856 rbgenr,0.98,
Plays 1864. rbgenr,PROPOSED,Plays,1864 rbgenr,0.98,
Plays 1915. rbgenr,PROPOSED,Plays,1915 rbgenr,0.98,
Plays 1924. rbgenr,PROPOSED,Plays,1924 rbgenr,0.98,
Plays England 16th century. rbgenr,PROPOSED,Plays,England 16th century rbgenr,0.98,
Plays England London 20th century. rbgenr,PROPOSED,Plays,England London 20th century rbgenr,0.98,
Plays English 19th century. rbgenr,PROPOSED,Plays,English 19th century rbgenr,0.98,
Plays English 20th century. rbgenr,PROPOSED,Plays,English 20th century rbgenr,0.98,
Plays German 18th century. rbgenr,PROPOSED,Plays,German 18th century rbgenr,0.98,
Plays Ireland 20th century. rbgenr,PROPOSED,Plays,Ireland 20th century rbgenr,0.98,
Plays Italy Venice 16th century. rbgenr,PROPOSED,Plays,Italy Venice 16th century rbgenr,0.98,
Plays New Jersey Newark 20th century. rbgenr,PROPOSED,Plays,New Jersey Newark 20th century rbgenr,0.98,
Plays New York (State) New York 20th century. rbgenr,PROPOSED,Plays,New York (State) New York 20th century rbgenr,0.98,
Plays Spain 20th century. rbgenr,PROPOSED,Plays,Spain 20th century rbgenr,0.98,
Plays [1924]. rbgenr,PROPOSED,Plays,[1924] rbgenr,0.98,
Plays. rbgenr,PROPOSED,Plays,rbgenr,1.0,
Plays. rbmscv,PROPOSED,Plays,rbmscv,1.0,
Poems 14th century. rbgenr,PROPOSED,Poems,14th century rbgenr,0.98,
Poems 1668. rbgenr,PROPOSED,Poems,1668 rbgenr,0.98,
Poems 1670. rbgenr,PROPOSED,Poems,1670 rbgenr,0.98,
Poems 1682. rbgenr,PROPOSED,Poems,1682 rbgenr,0.98,
Poems 1683. rbgenr,PROPOSED,Poems,1683 rbgenr,0.98,
Poems 1685. rbgenr,PROPOSED,Poems,1685 rbgenr,0.98,
Poems 1689. rbgenr,PROPOSED,Poems,1689 rbgenr,0.98,
Poems 1692. rbgenr,PROPOSED,Poems,1692 rbgenr,0.98,
Poems 1702. rbgenr,PROPOSED,Poems,1702 rbgenr,0.98,
Poems 1707. rbgenr,PROPOSED,Poems,1707 rbgenr,0.98,
Poems 1711. rbgenr,PROPOSED,Poems,1711 rbgenr,0.98,
Poems 1714. rbgenr,PROPOSED,Poems,1714 rbgenr,0.98,
Poems 1715. rbgenr,PROPOSED,Poems,1715 rbgenr,0.98,
Poems 1717. rbgenr,PROPOSED,Poems,1717 rbgenr,0.98,
Poems 1719. rbgenr,PROPOSED,Poems,1719 rbgenr,0.98,
